language,topic,keyword,match_type,keyword_id
Greek,CLIMATE_CHANGE,μηδενικές εκπομπές αερίων,full_word,1012
Greek,CLIMATE_CHANGE,οξίνιση των ωκεανών,full_word,1013
Greek,CLIMATE_CHANGE,υπεραλίευση,full_word,1014
Greek,CLIMATE_CHANGE,τρύπα του όζοντος,full_word,1015
Greek,CLIMATE_CHANGE,συμφωνία του παρισιού,full_word,1016
Greek,CLIMATE_CHANGE,φωτοβολταικά,full_word,1017
Greek,CLIMATE_CHANGE,τροπικό δάσος,full_word,1018
Greek,CLIMATE_CHANGE,πρωτοβουλίες ανακύκλωσης,full_word,1019
Greek,CLIMATE_CHANGE,ανανεώσιμη ενέργεια,full_word,1020
Greek,CLIMATE_CHANGE,αύξηση της στάθμης της θάλασσας,full_word,1021
Greek,CLIMATE_CHANGE,βιώσιμες προσπάθειες,full_word,1022
Greek,CLIMATE_CHANGE,βιώσιμη ανάπτυξη,full_word,1023
Greek,CLIMATE_CHANGE,βιώσιμη ενέργεια,full_word,1024
Greek,CLIMATE_CHANGE,διάσκεψη των ηνωμένων εθνών για την κλιματική αλλαγή,full_word,1025
Greek,CLIMATE_CHANGE,διαχείριση αποβλήτων,full_word,1026
Greek,CLIMATE_CHANGE,μόλυνση του νερού,full_word,1027
Greek,CLIMATE_CHANGE,λειψυδρία,full_word,1028
Greek,CLIMATE_CHANGE,καιρός,full_word,1029
Greek,CLIMATE_CHANGE,τροποποίηση του καιρού,full_word,1030
Greek,CLIMATE_CHANGE,ανεμογεννήτριες,full_word,1031
Greek,CLIMATE_CHANGE,πυρκαγιές,full_word,1032
Greek,PUBLIC_HEALTH,5g,full_word,1033
Greek,PUBLIC_HEALTH,ασύρματα δίκτυα πέμπτης γενιάς,full_word,1034
Greek,PUBLIC_HEALTH,εξωγήινοι,full_word,1035
Greek,PUBLIC_HEALTH,ατζέντα εξωγήινων,full_word,1036
Greek,PUBLIC_HEALTH,alienleaks,full_word,1037
Greek,PUBLIC_HEALTH,άντονι φάουτσι,full_word,1038
Greek,PUBLIC_HEALTH,big pharma,full_word,1039
Greek,PUBLIC_HEALTH,μεγάλες φαρμακευτικές,full_word,1040
Greek,PUBLIC_HEALTH,μπιλ γκέιτς,full_word,1041
Greek,PUBLIC_HEALTH,cdc,full_word,1042
Greek,PUBLIC_HEALTH,chd,full_word,1043
Greek,PUBLIC_HEALTH,covid,full_word,1044
Greek,PUBLIC_HEALTH,covid-19,full_word,1045
Greek,PUBLIC_HEALTH,εμβόλιο covid,full_word,1046
Greek,PUBLIC_HEALTH,covid19,full_word,1047
Greek,PUBLIC_HEALTH,δρ. μπράιν άντρις,full_word,1048
Greek,PUBLIC_HEALTH,dna,full_word,1049
Greek,PUBLIC_HEALTH,έκτακτη ανάγκη,full_word,1050
Greek,PUBLIC_HEALTH,fda,full_word,1051
Greek,PUBLIC_HEALTH,τζορτζ σόρος,full_word,1052
Greek,PUBLIC_HEALTH,johnson & johnson,full_word,1053
Greek,PUBLIC_HEALTH,ιός marburg,full_word,1054
Greek,PUBLIC_HEALTH,moderna,full_word,1055
Greek,PUBLIC_HEALTH,morgellons,full_word,1056
Greek,PUBLIC_HEALTH,pfizer,full_word,1057
Greek,PUBLIC_HEALTH,rna,full_word,1058
Greek,PUBLIC_HEALTH,ρον γουάτκινς,full_word,1059
Greek,PUBLIC_HEALTH,sars-cov-2,full_word,1060
Greek,PUBLIC_HEALTH,μετάνθρωπος,full_word,1061
Greek,PUBLIC_HEALTH,διανθρωπισμός,full_word,1062
Greek,PUBLIC_HEALTH,ατια,full_word,1063
Greek,PUBLIC_HEALTH,ufo,full_word,1064
Greek,PUBLIC_HEALTH,ufo report,full_word,1065
Greek,PUBLIC_HEALTH,μη αναγνωρισμένα εναέρια φαινόμενα,full_word,1066
Greek,PUBLIC_HEALTH,αδρενοχρώμιο,full_word,1067
Greek,PUBLIC_HEALTH,ανεπιθύμητα γεγονότα,full_word,1068
Greek,PUBLIC_HEALTH,παρενέργειες,full_word,1069
Greek,PUBLIC_HEALTH,αντιβιωτικά,full_word,1070
Greek,PUBLIC_HEALTH,κατά των εμβολίων,full_word,1071
Greek,PUBLIC_HEALTH,anti-vax,full_word,1072
Greek,PUBLIC_HEALTH,εντιεμβολιαστής,full_word,1073
Greek,PUBLIC_HEALTH,astrazeneca,full_word,1074
Greek,PUBLIC_HEALTH,αυτισμός,full_word,1075
Greek,PUBLIC_HEALTH,κακή θεραπεία,full_word,1076
Greek,PUBLIC_HEALTH,κακή επιστήμη,full_word,1077
Greek,PUBLIC_HEALTH,παράλυση bell,full_word,1078
Greek,PUBLIC_HEALTH,μεγάλες εταιρείες τεχνολογίας,full_word,1079
Greek,PUBLIC_HEALTH,λογοκρισία από μεγάλες εταιρείες τεχνολογίας,full_word,1080
Greek,PUBLIC_HEALTH,biontech,full_word,1081
Greek,PUBLIC_HEALTH,αίμα,full_word,1082
Greek,PUBLIC_HEALTH,θρόμβοι αίματος,full_word,1083
Greek,PUBLIC_HEALTH,δείγμα αίματος,full_word,1084
Greek,PUBLIC_HEALTH,καρκίνος,full_word,1085
Greek,PUBLIC_HEALTH,καρκινικά κύτταρα,full_word,1086
Greek,PUBLIC_HEALTH,καρδιακή προσβολή,full_word,1087
Greek,PUBLIC_HEALTH,καρδιακό πρόβλημα,full_word,1088
Greek,PUBLIC_HEALTH,βιολογικό όπλο του κομμουνιστικού κόμματος της κίνας,full_word,1089
Greek,PUBLIC_HEALTH,ιός του κομμουνιστικού κόμματος της κίνας,full_word,1090
Greek,PUBLIC_HEALTH,αεροψεκασμοί,full_word,1091
Greek,PUBLIC_HEALTH,χημειοθεραπεία,full_word,1092
Greek,PUBLIC_HEALTH,χημική άμβλωση,full_word,1093
Greek,PUBLIC_HEALTH,χωρίς χημικά,full_word,1094
Greek,PUBLIC_HEALTH,πρόγραμμα εμβολιασμών παιδικής ηλικίας,full_word,1095
Greek,PUBLIC_HEALTH,διοξείδιο του χλωρίου,full_word,1096
Greek,PUBLIC_HEALTH,θειική χονδροϊτίνη,full_word,1097
Greek,PUBLIC_HEALTH,σύνδρομο χρόνιας κόπωσης,full_word,1098
Greek,PUBLIC_HEALTH,κλινική cleveland,full_word,1099
Greek,PUBLIC_HEALTH,κλινικές δοκιμές,full_word,1100
Greek,PUBLIC_HEALTH,εμβόλιο που προκαλεί θρόμβους,full_word,1101
Greek,PUBLIC_HEALTH,codemonkeyz,full_word,1102
Greek,PUBLIC_HEALTH,ανίχνευση επαφών,full_word,1103
Greek,PUBLIC_HEALTH,κορωνοϊός,full_word,1104
Greek,PUBLIC_HEALTH,διαβατήριο covid,full_word,1105
Greek,PUBLIC_HEALTH,θεραπείες,full_word,1106
Greek,PUBLIC_HEALTH,θεραπεία,full_word,1107
Greek,PUBLIC_HEALTH,επικίνδυνα φάρμακα,full_word,1108
Greek,PUBLIC_HEALTH,ευθύνη για επικίνδυνα προϊόντα,full_word,1109
Greek,PUBLIC_HEALTH,θάνατος,full_word,1110
Greek,PUBLIC_HEALTH,ποσοστό θανάτου,full_word,1111
Greek,PUBLIC_HEALTH,ένεση θανάτου,full_word,1112
Greek,PUBLIC_HEALTH,μείωση του πληθυσμού,full_word,1113
Greek,PUBLIC_HEALTH,αποτοξίνωση,full_word,1114
Greek,PUBLIC_HEALTH,ναρκωτικά,full_word,1115
Greek,PUBLIC_HEALTH,ηλεκτρομαγνητισμός,full_word,1116
Greek,PUBLIC_HEALTH,επιδημία,full_word,1117
Greek,PUBLIC_HEALTH,επιδημιολογική καμπύλη,full_word,1118
Greek,PUBLIC_HEALTH,μάσκα προσώπου,full_word,1119
Greek,PUBLIC_HEALTH,εμβρυϊκός ιστός,full_word,1120
Greek,PUBLIC_HEALTH,έμβρυο,full_word,1121
Greek,PUBLIC_HEALTH,έμβρυα,full_word,1122
Greek,PUBLIC_HEALTH,γρίπη,full_word,1123
Greek,PUBLIC_HEALTH,υποχρεωτικά εμβόλια,full_word,1124
Greek,PUBLIC_HEALTH,θεραπεία γονιδίων,full_word,1125
Greek,PUBLIC_HEALTH,γονίδια,full_word,1126
Greek,PUBLIC_HEALTH,γραφένιο,full_word,1127
Greek,PUBLIC_HEALTH,πράσινες αφίξεις,full_word,1128
Greek,PUBLIC_HEALTH,πράσινη λίστα,full_word,1129
Greek,PUBLIC_HEALTH,εκπαίδευση σχετικά με την υγεία,full_word,1130
Greek,PUBLIC_HEALTH,κίνδυνος για την υγεία,full_word,1131
Greek,PUBLIC_HEALTH,ανοσία της αγέλης,full_word,1132
Greek,PUBLIC_HEALTH,ομοιοπαθητικός,full_word,1133
Greek,PUBLIC_HEALTH,αλόγοπαστα,full_word,1134
Greek,PUBLIC_HEALTH,περίοδος επώασης,full_word,1135
Greek,PUBLIC_HEALTH,ανοσοποιητικό σύστημα,full_word,1136
Greek,PUBLIC_HEALTH,ανοσοποίηση,full_word,1137
Greek,PUBLIC_HEALTH,μόλυνση,full_word,1138
Greek,PUBLIC_HEALTH,ενέσεις,full_word,1139
Greek,PUBLIC_HEALTH,μονάδα εντατικής θεραπείας,full_word,1140
Greek,PUBLIC_HEALTH,ένεση,full_word,1141
Greek,PUBLIC_HEALTH,σκάνδαλο εμβολίου,full_word,1142
Greek,PUBLIC_HEALTH,janssen,full_word,1143
Greek,PUBLIC_HEALTH,θανατηφόρα ένεση,full_word,1144
Greek,PUBLIC_HEALTH,τεστ πλευρικής ροής,full_word,1145
Greek,PUBLIC_HEALTH,μακρά covid,full_word,1146
Greek,PUBLIC_HEALTH,ελονοσία,full_word,1147
Greek,PUBLIC_HEALTH,υποχρεωτική χρήση μάσκας,full_word,1148
Greek,PUBLIC_HEALTH,μάσκες,full_word,1149
Greek,PUBLIC_HEALTH,οι μάσκες είναι για σκλάβους,full_word,1150
Greek,PUBLIC_HEALTH,ιλαρά,full_word,1151
Greek,PUBLIC_HEALTH,ιατρική άμβλωση,full_word,1152
Greek,PUBLIC_HEALTH,ιατρική τυραννία,full_word,1153
Greek,PUBLIC_HEALTH,φάρμακα,full_word,1154
Greek,PUBLIC_HEALTH,megha thakur,full_word,1155
Greek,PUBLIC_HEALTH,χιλιοστομετρικό κύμα,full_word,1156
Greek,PUBLIC_HEALTH,μιτοχόνδρια,full_word,1157
Greek,PUBLIC_HEALTH,ευλογιά των πιθήκων,full_word,1158
Greek,PUBLIC_HEALTH,θνησιμότητα,full_word,1159
Greek,PUBLIC_HEALTH,mrna,full_word,1160
Greek,PUBLIC_HEALTH,φυσική ιατρική,full_word,1161
Greek,PUBLIC_HEALTH,νυρεμβέργη,full_word,1162
Greek,PUBLIC_HEALTH,νυρεμβέργη 2.0,full_word,1163
Greek,PUBLIC_HEALTH,κώδικας της νυρεμβέργης,full_word,1164
Greek,PUBLIC_HEALTH,δίκες της νυρεμβέργης για τον κορωνοϊό,full_word,1165
Greek,PUBLIC_HEALTH,χωρίς εμβόλιο,full_word,1166
Greek,PUBLIC_HEALTH,κανένα παιδί δεν έχει εμβολιαστεί,full_word,1167
Greek,PUBLIC_HEALTH,πανδημία,full_word,1168
Greek,PUBLIC_HEALTH,ασθενής μηδέν,full_word,1169
Greek,PUBLIC_HEALTH,αναφορά του πενταγώνου για ufo,full_word,1170
Greek,PUBLIC_HEALTH,φαρμακευτικές εταιρείες,full_word,1171
Greek,PUBLIC_HEALTH,χάπια,full_word,1172
Greek,PUBLIC_HEALTH,πλανδημία,full_word,1173
Greek,PUBLIC_HEALTH,πολιτική ατζέντα,full_word,1174
Greek,PUBLIC_HEALTH,πρόληψη,full_word,1175
Greek,PUBLIC_HEALTH,πρωτεΐνη ακίδα,full_word,1176
Greek,PUBLIC_HEALTH,υπέρ του ασφαλούς εμβολίου,full_word,1177
Greek,PUBLIC_HEALTH,υπέρ της επιλογής,full_word,1178
Greek,PUBLIC_HEALTH,υπέρ της ζωής,full_word,1179
Greek,PUBLIC_HEALTH,ακτινοβολία,full_word,1180
Greek,PUBLIC_HEALTH,αντίδραση,full_word,1181
Greek,PUBLIC_HEALTH,κόκκινες αφίξεις,full_word,1182
Greek,PUBLIC_HEALTH,κόκκινη λίστα,full_word,1183
Greek,PUBLIC_HEALTH,χάπι αντιστροφής φαρμακευτικής άμβλωσης,full_word,1184
Greek,PUBLIC_HEALTH,ρόμπερτ μαλόουν,full_word,1185
Greek,PUBLIC_HEALTH,ροσέλ ουαλένσκι,full_word,1186
Greek,PUBLIC_HEALTH,ρόου εναντίον ουέιντ,full_word,1187
Greek,PUBLIC_HEALTH,απολύμανση,full_word,1188
Greek,PUBLIC_HEALTH,απομόνωση,full_word,1189
Greek,PUBLIC_HEALTH,αίμα φιδιού,full_word,1190
Greek,PUBLIC_HEALTH,δηλητήριο φιδιού,full_word,1191
Greek,PUBLIC_HEALTH,μετάλλαξη νότιας αφρικής,full_word,1192
Greek,PUBLIC_HEALTH,ακίδα,full_word,1193
Greek,PUBLIC_HEALTH,σταματήστε τη γενοκτονία των αγαλμάτων,full_word,1194
Greek,PUBLIC_HEALTH,μελέτη,full_word,1195
Greek,PUBLIC_HEALTH,ξαφνικός θάνατος,full_word,1196
Greek,PUBLIC_HEALTH,χειρουργική μάσκα,full_word,1197
Greek,PUBLIC_HEALTH,αφαίρεση τοξινών,full_word,1198
Greek,PUBLIC_HEALTH,οι ζωές των ανεμβολίαστων μετρούν,full_word,1199
Greek,PUBLIC_HEALTH,ανεμβολίαστοι,full_word,1200
Greek,PUBLIC_HEALTH,vaids,full_word,1201
Greek,PUBLIC_HEALTH,σύνδρομο επίκτητης ανοσοανεπάρκειας από το εμβόλιο,full_word,1202
Greek,PUBLIC_HEALTH,vaers,full_word,1203
Greek,PUBLIC_HEALTH,σύστημα αναφοράς ανεπιθύμητων παρενεργειών των εμβολίων,full_word,1204
Greek,PUBLIC_HEALTH,επιλογή για το εμβόλιο,full_word,1205
Greek,PUBLIC_HEALTH,θάνατοι από το εμβόλιο,full_word,1206
Greek,PUBLIC_HEALTH,τραυματισμοί από το εμβόλιο,full_word,1207
Greek,PUBLIC_HEALTH,παρενέργειες του εμβολίου,full_word,1208
Greek,PUBLIC_HEALTH,θύματα του εμβολίου,full_word,1209
Greek,PUBLIC_HEALTH,ουχάν,full_word,1210
Greek,PUBLIC_HEALTH,γιουχάν,full_word,1211
Greek,PUBLIC_HEALTH,κίτρινος πυρετός,full_word,1212
Greek,PUBLIC_HEALTH,ξαφνικίτιδα,full_word,1213
Greek,PUBLIC_HEALTH,μπόλι,full_word,1214
Greek,PUBLIC_HEALTH,μπολιασμένος,full_word,1215
Greek,PUBLIC_HEALTH,πρωτόκολλο θανάτου,full_word,1216
Greek,PUBLIC_HEALTH,κοροϊδοιός,full_word,1217
Greek,PUBLIC_HEALTH,σφράγισμα,full_word,1218
Greek,PUBLIC_HEALTH,τσίμπιμα,full_word,1219
Greek,PUBLIC_HEALTH,τσιπάκι,full_word,1220
Greek,MIGRANTS,αφρικανοί,full_word,1221
Greek,MIGRANTS,άραβες,full_word,1222
Greek,MIGRANTS,αιτούντες άσυλο,full_word,1223
Greek,MIGRANTS,επίθεση στην ευρώπη,full_word,1224
Greek,MIGRANTS,banderisation,full_word,1225
Greek,MIGRANTS,βάρβαροι,full_word,1226
Greek,MIGRANTS,σύνορα,full_word,1227
Greek,MIGRANTS,παιδιά μετανάστες,full_word,1228
Greek,MIGRANTS,απειλή για τον πολιτισμό,full_word,1229
Greek,MIGRANTS,επικίνδυνος πολιτισμός,full_word,1230
Greek,MIGRANTS,εκτοπισμός,full_word,1231
Greek,MIGRANTS,οικονομικοί μετανάστες,full_word,1232
Greek,MIGRANTS,οικονομικές επιπτώσεις της μετανάστευσης,full_word,1233
Greek,MIGRANTS,φοβία για την ευρώπη,full_word,1234
Greek,MIGRANTS,η_ελλάδα_προστατεύει_την_ευρώπη,full_word,1235
Greek,MIGRANTS,η_ελλάδα_δέχεται_επίθεση,full_word,1236
Greek,MIGRANTS,μεγάλη αντικατάσταση,full_word,1237
Greek,MIGRANTS,παράνομος,full_word,1238
Greek,MIGRANTS,παράνομος μετανάστης,full_word,1239
Greek,MIGRANTS,μεταναστευτικός νόμος,full_word,1240
Greek,MIGRANTS,μεταναστευτικές πολιτικές,full_word,1241
Greek,MIGRANTS,μεταναστευτικά προγράμματα,full_word,1242
Greek,MIGRANTS,εισβολή,full_word,1243
Greek,MIGRANTS,προγράμματα ενσωμάτωσης,full_word,1244
Greek,MIGRANTS,εισβολή στην ευρώπη,full_word,1245
Greek,MIGRANTS,εισβολείς,full_word,1246
Greek,MIGRANTS,μετανάστες κίνδυνος για τις γυναίκες,full_word,1247
Greek,MIGRANTS,μετανάστης δολοφόνος,full_word,1248
Greek,MIGRANTS,μετανάστευση και ανάπτυξη,full_word,1249
Greek,MIGRANTS,διαχείριση της μετανάστευσης,full_word,1250
Greek,MIGRANTS,μεταναστευτικά μοτίβα,full_word,1251
Greek,MIGRANTS,μεταναστευτική εισβολή,full_word,1252
Greek,MIGRANTS,κράτηση μεταναστών,full_word,1253
Greek,MIGRANTS,υγεία των μεταναστών,full_word,1254
Greek,MIGRANTS,δικαιώματα των μεταναστών,full_word,1255
Greek,MIGRANTS,μουσουλμάνοι,full_word,1256
Greek,MIGRANTS,μετανάστης βιαστής,full_word,1257
Greek,MIGRANTS,πρόσφυγας βιαστής,full_word,1258
Greek,MIGRANTS,κέντρο προσφύγων,full_word,1259
Greek,MIGRANTS,προσφυγική κρίση,full_word,1260
Greek,MIGRANTS,μετεγκατάσταση προσφύγων,full_word,1261
Greek,MIGRANTS,πρόσφυγες κίνδυνος για τις γυναίκες,full_word,1262
Greek,MIGRANTS,μετεγκατεστημένος,full_word,1263
Greek,MIGRANTS,επαναπατρισμός,full_word,1264
Greek,MIGRANTS,δράση μετεγκατάστασης,full_word,1265
Greek,MIGRANTS,κοινωνική μέριμνα,full_word,1266
Greek,MIGRANTS,κοινωνική ενσωμάτωση,full_word,1267
Greek,MIGRANTS,τρομοκράτες,full_word,1268
Greek,MIGRANTS,απειλή για την ευρώπη,full_word,1269
Greek,MIGRANTS,απειλή για δύση,full_word,1270
Greek,MIGRANTS,απειλή για τις δυτικές αξίες,full_word,1271
Greek,MIGRANTS,τόμι ρόμπινσον,full_word,1272
Greek,MIGRANTS,ουκρανοί,full_word,1273
Greek,MIGRANTS,ουκρανοποίηση,full_word,1274
Greek,MIGRANTS,γενοκτονία των λευκών,full_word,1275
Greek,MIGRANTS,ξενοφοβία,full_word,1276
Greek,MIGRANTS,λαθροεισβολέας,full_word,1277
Greek,MIGRANTS,λαθρομετανάστης,full_word,1278
Greek,MIGRANTS,λαθροεπενδυτές,full_word,1279
Greek,MIGRANTS,επενδυτές,full_word,1280
Italian,CLIMATE_CHANGE,città senza auto,full_word,1281
Italian,CLIMATE_CHANGE,fuoriuscita di sostanze chimiche,full_word,1282
Italian,CLIMATE_CHANGE,bufala del cambiamento climatico,full_word,1283
Italian,CLIMATE_CHANGE,greta thunberg,full_word,1284
Italian,CLIMATE_CHANGE,co2,full_word,1285
Italian,CLIMATE_CHANGE,disastro ambientale,full_word,1286
Italian,CLIMATE_CHANGE,strategie di adattamento,full_word,1287
Italian,CLIMATE_CHANGE,inquinamento atmosferico,full_word,1288
Italian,CLIMATE_CHANGE,perdita biodiversità,full_word,1289
Italian,CLIMATE_CHANGE,emissioni co2,full_word,1290
Italian,CLIMATE_CHANGE,emissioni carbonio,full_word,1291
Italian,CLIMATE_CHANGE,impronta carbonio,full_word,1292
Italian,CLIMATE_CHANGE,prezzo carbonio,full_word,1293
Italian,CLIMATE_CHANGE,sequestro carbonio,full_word,1294
Italian,CLIMATE_CHANGE,energia pulita,full_word,1295
Italian,CLIMATE_CHANGE,tecnologie energia pulita,full_word,1296
Italian,CLIMATE_CHANGE,attivismo climatico,full_word,1297
Italian,CLIMATE_CHANGE,inganno cambiamento climatico,full_word,1298
Italian,CLIMATE_CHANGE,crisi climatiche,full_word,1299
Italian,CLIMATE_CHANGE,educazione climatica,full_word,1300
Italian,CLIMATE_CHANGE,finanza climatica,full_word,1301
Italian,CLIMATE_CHANGE,impatto climatico ecosistemi,full_word,1302
Italian,CLIMATE_CHANGE,giustizia climatica,full_word,1303
Italian,CLIMATE_CHANGE,migrazioni climatiche,full_word,1304
Italian,CLIMATE_CHANGE,moderazione climatica,full_word,1305
Italian,CLIMATE_CHANGE,politiche climatiche,full_word,1306
Italian,CLIMATE_CHANGE,rifugiati climatici,full_word,1307
Italian,CLIMATE_CHANGE,resilienza climatica,full_word,1308
Italian,CLIMATE_CHANGE,scienza,full_word,1309
Italian,CLIMATE_CHANGE,clima,full_word,1310
Italian,CLIMATE_CHANGE,copernicus,full_word,1311
Italian,CLIMATE_CHANGE,deforestazione,full_word,1312
Italian,CLIMATE_CHANGE,siccità,full_word,1313
Italian,CLIMATE_CHANGE,eco-friendly,full_word,1314
Italian,CLIMATE_CHANGE,emissioni,full_word,1315
Italian,CLIMATE_CHANGE,ambiente,full_word,1316
Italian,CLIMATE_CHANGE,attivismo ambientale,full_word,1317
Italian,CLIMATE_CHANGE,impatto ambientale,full_word,1318
Italian,CLIMATE_CHANGE,sostenibilità ambientale,full_word,1319
Italian,CLIMATE_CHANGE,controllo erosione,full_word,1320
Italian,CLIMATE_CHANGE,tempo estremo,full_word,1321
Italian,CLIMATE_CHANGE,eventi meteorologici estremi,full_word,1322
Italian,CLIMATE_CHANGE,incendi boschivi,full_word,1323
Italian,CLIMATE_CHANGE,carburanti fossili,full_word,1324
Italian,CLIMATE_CHANGE,friday for future,full_word,1325
Italian,CLIMATE_CHANGE,geoingegneria,full_word,1326
Italian,CLIMATE_CHANGE,ghiacciai,full_word,1327
Italian,CLIMATE_CHANGE,temperature globali,full_word,1328
Italian,CLIMATE_CHANGE,effetto serra,full_word,1329
Italian,CLIMATE_CHANGE,gas serra,full_word,1330
Italian,CLIMATE_CHANGE,conversazione habitat,full_word,1331
Italian,CLIMATE_CHANGE,distruzione habitat,full_word,1332
Italian,CLIMATE_CHANGE,ondate caldo,full_word,1333
Italian,CLIMATE_CHANGE,scioglimento ghiacciai,full_word,1334
Italian,CLIMATE_CHANGE,conservazione marina,full_word,1335
Italian,CLIMATE_CHANGE,microplastiche,full_word,1336
Italian,CLIMATE_CHANGE,misure di contenimento,full_word,1337
Italian,CLIMATE_CHANGE,disastri naturali,full_word,1338
Italian,CLIMATE_CHANGE,emissioni nette zero,full_word,1339
Italian,CLIMATE_CHANGE,acidificazione oceano,full_word,1340
Italian,CLIMATE_CHANGE,sovrapesca,full_word,1341
Italian,CLIMATE_CHANGE,riduzione ozono,full_word,1342
Italian,CLIMATE_CHANGE,accordi di parigi,full_word,1343
Italian,CLIMATE_CHANGE,fotovoltaico,full_word,1344
Italian,CLIMATE_CHANGE,foreste pluviali,full_word,1345
Italian,CLIMATE_CHANGE,iniziative riciclo,full_word,1346
Italian,CLIMATE_CHANGE,energia rinnovabile,full_word,1347
Italian,CLIMATE_CHANGE,aumento livello mare,full_word,1348
Italian,CLIMATE_CHANGE,sforzi sostenibilità,full_word,1349
Italian,CLIMATE_CHANGE,sviluppo sostenibile,full_word,1350
Italian,CLIMATE_CHANGE,energia sostenibile,full_word,1351
Italian,CLIMATE_CHANGE,conferenza cambiamento climatico onu,full_word,1352
Italian,CLIMATE_CHANGE,gestione rifiuti,full_word,1353
Italian,CLIMATE_CHANGE,inquinamento acqua,full_word,1354
Italian,CLIMATE_CHANGE,mancanza acqua,full_word,1355
Italian,CLIMATE_CHANGE,tempo atmosferico,full_word,1356
Italian,CLIMATE_CHANGE,modificazione tempo atmosferico,full_word,1357
Italian,CLIMATE_CHANGE,turbine eoliche,full_word,1358
Italian,PUBLIC_HEALTH,5g,full_word,1359
Italian,PUBLIC_HEALTH,wireless quinta generazione,full_word,1360
Italian,PUBLIC_HEALTH,wireless 5 gen,full_word,1361
Italian,PUBLIC_HEALTH,alieno,full_word,1362
Italian,PUBLIC_HEALTH,agenda aliena,full_word,1363
Italian,PUBLIC_HEALTH,alienleaks,full_word,1364
Italian,PUBLIC_HEALTH,anthony fauci,full_word,1365
Italian,PUBLIC_HEALTH,big pharma,full_word,1366
Italian,PUBLIC_HEALTH,bill gates,full_word,1367
Italian,PUBLIC_HEALTH,cdc,full_word,1368
Italian,PUBLIC_HEALTH,chd,full_word,1369
Italian,PUBLIC_HEALTH,covid,full_word,1370
Italian,PUBLIC_HEALTH,covid-19,full_word,1371
Italian,PUBLIC_HEALTH,vaccino covid,full_word,1372
Italian,PUBLIC_HEALTH,covid19,full_word,1373
Italian,PUBLIC_HEALTH,dr bryan ardis,full_word,1374
Italian,PUBLIC_HEALTH,dna,full_word,1375
Italian,PUBLIC_HEALTH,emergenza,full_word,1376
Italian,PUBLIC_HEALTH,fda,full_word,1377
Italian,PUBLIC_HEALTH,george soros,full_word,1378
Italian,PUBLIC_HEALTH,johnson & johnson,full_word,1379
Italian,PUBLIC_HEALTH,virus di marburg,full_word,1380
Italian,PUBLIC_HEALTH,moderna,full_word,1381
Italian,PUBLIC_HEALTH,morgellons,full_word,1382
Italian,PUBLIC_HEALTH,pfizer,full_word,1383
Italian,PUBLIC_HEALTH,rna,full_word,1384
Italian,PUBLIC_HEALTH,ron watkins,full_word,1385
Italian,PUBLIC_HEALTH,sars-cov-2,full_word,1386
Italian,PUBLIC_HEALTH,transumano,full_word,1387
Italian,PUBLIC_HEALTH,transumanesimo,full_word,1388
Italian,PUBLIC_HEALTH,uap,full_word,1389
Italian,PUBLIC_HEALTH,ufo,full_word,1390
Italian,PUBLIC_HEALTH,report ufo,full_word,1391
Italian,PUBLIC_HEALTH,fenomeno aereo non identificato,full_word,1392
Italian,PUBLIC_HEALTH,adrenocromo,full_word,1393
Italian,PUBLIC_HEALTH,eventi avversi,full_word,1394
Italian,PUBLIC_HEALTH,reazioni avverse,full_word,1395
Italian,PUBLIC_HEALTH,anticorpi,full_word,1396
Italian,PUBLIC_HEALTH,anticorpo,full_word,1397
Italian,PUBLIC_HEALTH,astrazeneca,full_word,1398
Italian,PUBLIC_HEALTH,autismo,full_word,1399
Italian,PUBLIC_HEALTH,cattiva medicina,full_word,1400
Italian,PUBLIC_HEALTH,cattiva scienza,full_word,1401
Italian,PUBLIC_HEALTH,paralisi di bell,full_word,1402
Italian,PUBLIC_HEALTH,big tech,full_word,1403
Italian,PUBLIC_HEALTH,censura big tech,full_word,1404
Italian,PUBLIC_HEALTH,biontech,full_word,1405
Italian,PUBLIC_HEALTH,sangue,full_word,1406
Italian,PUBLIC_HEALTH,coaguli di sangue,full_word,1407
Italian,PUBLIC_HEALTH,campione sangue,full_word,1408
Italian,PUBLIC_HEALTH,cancro,full_word,1409
Italian,PUBLIC_HEALTH,cellule cancerogene,full_word,1410
Italian,PUBLIC_HEALTH,arresto cardiaco,full_word,1411
Italian,PUBLIC_HEALTH,problema cardiaco,full_word,1412
Italian,PUBLIC_HEALTH,arma biologica ccp,full_word,1413
Italian,PUBLIC_HEALTH,virus ccp,full_word,1414
Italian,PUBLIC_HEALTH,scie chimiche,full_word,1415
Italian,PUBLIC_HEALTH,chemioterapia,full_word,1416
Italian,PUBLIC_HEALTH,aborto chimico,full_word,1417
Italian,PUBLIC_HEALTH,privo di sostanze chimiche,full_word,1418
Italian,PUBLIC_HEALTH,programma vaccinale infantile,full_word,1419
Italian,PUBLIC_HEALTH,biossido di cloro,full_word,1420
Italian,PUBLIC_HEALTH,condroitin solfato,full_word,1421
Italian,PUBLIC_HEALTH,sindrome affaticamento cronico,full_word,1422
Italian,PUBLIC_HEALTH,clinica cleveland,full_word,1423
Italian,PUBLIC_HEALTH,test clinici,full_word,1424
Italian,PUBLIC_HEALTH,coagulato,full_word,1425
Italian,PUBLIC_HEALTH,codemonkeyz,full_word,1426
